text,label_id,label,doc_id,annotation_id,exp_split
"kids five and up will be delighted with the fast , funny , and even touching story . parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults . 
",subjective,1,3186,subj_3186,train
"survivalist carl foster has one year to convince his family he's not crazy and independent filmmaker atis jamison has 365 days to get it all on tape . 
",objective,0,9913,subj_9913,train
"if all goes according to plan , lizzy's baby will be born a hyper-intelligent consumer , ready to plug and play in our dollar driven world . 
",objective,0,8555,subj_8555,train
"elegant and eloquent [meditation] on death and that most elusive of passions , love . 
",subjective,1,2140,subj_2140,train
"polanski has found the perfect material with which to address his own world war ii experience in his signature style . 
",subjective,1,3553,subj_3553,train
"a murder in the camp gives him the chance to set a risky plan in motion . 
",objective,0,8818,subj_8818,train
"the scientist is sentenced to jail by the grand council of the galactic federation . 
",objective,0,8326,subj_8326,train
"alex enlists the aid of his old comrade father thomas ( addy ) and of a troubled artist ( sossamon ) upon whom he once performed an exorcism . 
",objective,0,6529,subj_6529,train
"35-year old magnus edkvist hates class reunions as much as anyone and usually skip them . 
",objective,0,8388,subj_8388,train
"each weekend they come back with nothing but a hangover . 
",objective,0,5079,subj_5079,train
"a summer entertainment adults can see without feeling embarrassed , but it could have been more . 
",subjective,1,2978,subj_2978,train
"the fetid underbelly of fame has never looked uglier . 
",subjective,1,3154,subj_3154,train
"the gang breaks their leader out of jail , killing the policemen in the process . 
",objective,0,8864,subj_8864,train
"his attempt at becoming a lefty leads to an interesting turn of events which suggest that he may be at the start of a never-ending cycle . 
",objective,0,5958,subj_5958,train
"the balkans provide the obstacle course for the love of a good woman . 
",subjective,1,2165,subj_2165,train
"what emerges is not only an underdog v . simon bar sinister saga but a fascinating character study . 
",subjective,1,892,subj_892,train
"they team up and live their lives in the fast lane on the run . 
",objective,0,8062,subj_8062,train
"but katherine holds her back , not to let interfere anything with her successful career . 
",objective,0,5907,subj_5907,train
"is this dead visitor all in keith's head or is she truly a mother ghost ? 
",objective,0,6811,subj_6811,train
"fancy a real downer ? [leigh] lays it on so thick this time that it feels like a suicide race . 
",subjective,1,1360,subj_1360,train
"jack black will play dewey finn , a depressed musician that was recently fired from his band . 
",objective,0,7091,subj_7091,train
"what he finds is a pocket of life that seems to be in another era , where prejudice and intolerance are accepted , where the small minds of angry men call the shots and where one woman attempts to save him and fails . 
",objective,0,5153,subj_5153,train
"i have a confession to make : i didn't particularly like e . t . the first time i saw it as a young boy . that is because - damn it ! - i also wanted a little alien as a friend ! 
",subjective,1,1499,subj_1499,train
"three teenagers hit a homeless girl with their car , scared , they drive away , leaving the girl to die on the streets . 
",objective,0,9278,subj_9278,train
"however , as ancanar grew into manhood , he became restless . 
",objective,0,7830,subj_7830,train
"to escape their troubles and find women , they book a trip on board a cruise-liner , unaware the travel agent has just played a horrid trick on them in retaliation for nick offending his secret gay lover . 
",objective,0,8026,subj_8026,train
"and in the dogs , she finds lost pieces of herself as she fumbles with the leash to her own life - struggling to hold on as it pulls her toward a brighter future before her past catches up with her . 
",objective,0,7957,subj_7957,train
"despite dire warnings from his uncle , dean is seduced by the book's knowledge . 
",objective,0,6200,subj_6200,train
"there's a great deal of corny dialogue and preposterous moments . and yet , it still works . 
",subjective,1,579,subj_579,train
"with her birthday fast approaching , she must decide whether or not to keep the promise she made to herself over a decade earlier : quit the music business at 40 if she hasn't made it by then . 
",objective,0,8305,subj_8305,train
"the movie introduces us to frankie ( played by david eigenberg ) a would-be romeo who will put himself though great pains to find his juliet . 
",objective,0,5252,subj_5252,train
"discarded and forgotten , pete williams is living out his days in an old soldiers home in galveston , texas . 
",objective,0,8559,subj_8559,train
"when it comes to entertainment , children deserve better than pokemon 4ever . 
",subjective,1,2209,subj_2209,train
" "" red dragon "" is entertaining . an obvious copy of one of the best films ever made , how could it not be ? but it is entertaining on an inferior level . it is a popcorn film , not a must-own , or even a must-see . 
",subjective,1,4556,subj_4556,train
"while sunshine state lacks the searing urgency of city of hope or the gentle dénouement of lone star , fans of the auteur should enjoy this classic john sayles feature . 
",subjective,1,2834,subj_2834,train
"it has been a year since johnny and wayne created the ultimate bra for samantha's company . 
",objective,0,6763,subj_6763,train
"turning a great movie into a pretty good one is still a step in the wrong direction . . . and the ring will never be more than a pretty good movie . 
",subjective,1,925,subj_925,train
"in the film , "" wake "" , the fateful reunion of four brothers quickly dissolves into a night of drinking , deceit , perversions , and death . 
",objective,0,9759,subj_9759,train
"beautifully shot sequences episodically shift back and forth from the past to the present . 
",objective,0,9518,subj_9518,train
"payne has created a beautiful canvas , and nicholson proves once again that he's the best brush in the business . 
",subjective,1,731,subj_731,train
"only an epic documentary could get it all down , and spike lee's jim brown : all american at long last gives its subject a movie worthy of his talents . 
",subjective,1,2572,subj_2572,train
"also , there are motorcyclists around to bring momentum to the players . 
",objective,0,5448,subj_5448,train
"back when the earth was being overrun by glaciers , and animals were scurrying to save themselves from the upcoming ice age , a stupid sloth named sid , a woolly mammoth named manny , a saber-toothed tiger named diego , and an acorn-loving saber-toothed squirrel named scrat are forced to become unlikely heroes . 
",objective,0,8248,subj_8248,train
