,text,label_id,exp_split,label,annotation_id,feat
2815,"After spending most of the spring and fall preseason trying to stem talk of a quarterback controversy , LSU coach Nick Saban braced himself for questions about the Tigers # 39 ; signal - callers Saturday night .",scaled attention,dev,0,dev_2815,scaled attention
365,"ASHINGTON , Aug. 17 ( AP ) - A legal overseer will be appointed to represent participants in United Airlines # 39 ; pension plans now that the company has halted contributions , the Labor Department said on Tuesday .",scaled attention,dev,0,dev_365,scaled attention
11745,Bob Stoops grinned . Because that # 39;s what you do when you # 39;re holding all the aces . His No . 2 Oklahoma Sooners survived a gripping 38 - 35 decision over Oklahoma State on Saturday,scaled attention,dev,0,dev_11745,scaled attention
16323,The Supreme Court yesterday agreed to consider whether the federal government should require cable television operators to open their cable lines to Internet service providers offering competing services .,ig,dev,1,dev_16323,ig
16900,Robbie Keane # 39;s knee injury may leave Tottenham with only one recognised striker for its trip to Manchester City . Keane has been carrying the injury in recent weeks but head coach Martin Jol is not confident,deeplift,dev,2,dev_16900,deeplift
9645,"The Knicks are keeping their eyes fixed on Vin Baker and Nazr Mohammed , fervently hoping they can provide 48 quality minutes and a few blocked shots between them .",scaled attention,dev,0,dev_9645,scaled attention
8885,"Jerry Rice said he believes he could be traded by the Oakland Raiders before Tuesday # 39;s deadline . Rice , who turns 42 today , told Sacramento , Calif.",attention,dev,5,dev_8885,attention
6911,Russia 's cabinet endorsed the long - delayed Kyoto Protocol on global warming and sent it to Parliament .,scaled attention,dev,0,dev_6911,scaled attention
743,ISLAMABAD : Pakistan formally declared Finance Minister Shaukat Aziz the winner of two by - elections held to clear his path to the prime ministership .,scaled attention,dev,0,dev_743,scaled attention
17444,"AFP - Australia is to boost its defence against terrorism by creating a 1000 - nautical mile security zone around its coast to protect its shipping , ports and oil rigs from attack , it was reported here .",scaled attention,dev,0,dev_17444,scaled attention
17609,"The embattled Russian oil company Yukos has filed for bankruptcy protection in the United States to prevent the auction of its main asset Yuganskeneftegaz , the Interfax reported on Wednesday .",scaled attention,dev,0,dev_17609,scaled attention
4879,"Militants have threatened to kill three Western hostages unless all female Iraqi prisoners are set free by Monday . The men - Briton Kenneth Bigley , and US colleagues Jack Hensley and Eugene Armstrong - were",scaled attention,dev,0,dev_4879,scaled attention
7405,"Ford ( NYSE : F ) may have proclaimed the 2005 model year as the   quot;Year of the Car , quot ; but DaimlerChrysler ( NYSE : DCX ) threatens to steal its thunder in 2005 and beyond .",scaled attention,dev,0,dev_7405,scaled attention
17134,"Urged on by China 's government and armed with credit from state - owned banks and stock market listings , many Chinese manufacturers are going global .",scaled attention,dev,0,dev_17134,scaled attention
14403,"Reuters - Novell Inc.   on Thursday posted\a quarterly net profit , compared with a year - earlier loss , on\stronger sales of Linux operating software and a boost to\earnings from a weaker dollar .",scaled attention,dev,0,dev_14403,scaled attention
3948,"MONZA , Italy -- Brazilian Rubens Barrichello led a Ferrari 1 - 2 in the Italian Grand Prix on Sunday to trigger a homecoming party for the Formula One champions .",deeplift,dev,2,dev_3948,deeplift
2571,Jockey Jerry Bailey will be sidelined for approximately four weeks after suffering a non - displaced hairline fracture of his left wrist .,deeplift,dev,2,dev_2571,deeplift
176,"Ethiopia 's Haile Gebrselassie could miss the Olympic 10,000 m because of an Achilles injury .",ig,dev,1,dev_176,ig
8821,"SINGAPORE : Temasek Holdings wants to increase its exposure to Asia as the region prospers , so it is reshaping its investment portfolio to have equal emphasis on Singapore , Asia and the rest of the world .",scaled attention,dev,0,dev_8821,scaled attention
16203,"Reuters - U.S. stocks opened with an upbeat\start to 2005 , rising on Monday as oil prices tumbled , Wal - Mart\Stores Inc.   brightened its outlook for December sales,\and Goldman Sachs raising fourth - quarter estimates for Google\Inc .   and Yahoo Inc. .",deeplift,dev,2,dev_16203,deeplift
9270,"  NEW YORK ( Reuters ) - U.S. stocks advanced on Friday as a   jump in September retail sales boosted investor confidence in   the economy , but oil prices at a fresh record of \$55 a barrel   kept gains in check .",deeplift,dev,2,dev_9270,deeplift
17708,The ECB # 39;S decision is not a surprise . It # 39;s crass but no surprise . The wind # 39;s been blowing that way for ages . So there # 39;ll be no live international cricket on terrestrial telly from the summer after next .,scaled attention,dev,0,dev_17708,scaled attention
3625,"DENVER - Qwest communications agreed to settle a federal fraud investigation Friday , according to a union official . A company spokesman declined to comment .",attention,dev,5,dev_3625,attention
7473,"& lt;p&gt;&lt;/p&gt;&lt;p&gt ; LA PAZ , Bolivia ( Reuters ) - Tourists and political pilgrimscan now follow "" Che 's trail "" in Bolivia , which traces ErnestoGuevara 's fatal attempt to export the Cuban revolution to oneof Latin America 's poorest countries.&lt;/p&gt ;",gradients,dev,4,dev_7473,gradients
17473,HOUSTON Continental Airlines has finalized wage and benefit cuts and changed some work rules -- to save money . The action comes as Houston - based Continental seeks to achieve 48 ( M ) million dollars of 500 ( M ) million dollars in labor cost cuts .,scaled attention,dev,0,dev_17473,scaled attention
10775,"Sony today announces the launch of 2 new Network WALKMAN models . Available from the end of November , the NW - E95 and NW - E99 will be competitively priced and will allow consumers the freedom to transfer ATRAC3plus and MP3 files .",lime,dev,3,dev_10775,lime
10904,"Adobe , the company behind the ubiquitous Acrobat PDF reader and Yahoo ! have teamed up to promote each other # 39;s products . Adobe has agreed to add Yahoo !",lime,dev,3,dev_10904,lime
737,"According to security firm Sophos , the kits allow users to design sites that have the same look and feel as legitimate online banking sites that can then be used to defraud unsuspecting users by getting them to reveal the details of their financial ...",lime,dev,3,dev_737,lime
2589,"The leader of the CBI has launched his strongest attack on the unions to date , claiming they are becoming "" irrelevant "" .",scaled attention,dev,0,dev_2589,scaled attention
6318,AP - St. Louis Cardinals second baseman Tony Womack left Monday night 's game against Houston in the seventh inning after getting hit on the left hand with a pitch .,gradients,dev,4,dev_6318,gradients
3488,"By DAVID HAMMER      LITTLE ROCK , Ark. ( AP ) -- The attention that former President Clinton 's heart surgery has drawn to problems of the circulatory system could have a negative side , experts say ...",scaled attention,dev,0,dev_3488,scaled attention
11479,"Shanghai Automotive Industry Corp ( SAIC ) , one of China # 39;s biggest vehicle producers , clinched a much - heralded final deal with creditors of Ssangyong Motors yesterday to take over the No 4 South Korean automaking firm .",deeplift,dev,2,dev_11479,deeplift
8480,"Saudi Arabia , Kuwait and the United Arab Emirates , which account for almost half of OPEC # 39;s oil output , said they # 39;re committed to boosting capacity to meet soaring demand that has driven prices to a record .",deeplift,dev,2,dev_8480,deeplift
5798,"Besides hostage - takings by insurgent groups , many criminal gangs in Iraq have been kidnapping people for ransom .",gradients,dev,4,dev_5798,gradients
12271,"Retailers around the country reported October sales Thursday that were better than Wall Street analysts were expecting , but industry experts said the results didn # 39;t raise their expectations for the holiday season .",deeplift,dev,2,dev_12271,deeplift
908,"Leslie Law tonight became Great Britain # 39;s first eventing gold medallist since 1972 - without leaving his Hereford home . The Court of Arbitration for Sport has upheld the combined British , French and American",scaled attention,dev,0,dev_908,scaled attention
1492,"In an advance that could lead to lighter spacecraft and smarter cars , researchers have developed a new technique for producing a high - quality computer chip that is much more resistant to extreme conditions than the silicon found in most of today # 39;s",scaled attention,dev,0,dev_1492,scaled attention
8795,"Helen of Troy drops due to lowered guidance , but that 's not the only reason to shun this tarnished beauty .",lime,dev,3,dev_8795,lime
3020,"THERE is no doubt that the Beslan school siege ended in almost the worst way imaginable . Nightmarish scenes of half - naked , bloodied children running from the school and dead bodies laid out on stretchers spoke of events that had gone dreadfully wrong .",scaled attention,dev,0,dev_3020,scaled attention
6219,THE United Nations # 39 ; quest to reform the Security Council has turned into a public brawl between aspiring powers seeking a permanent seat at the top table and a larger number of jealous neighbours seeking to keep them out .,scaled attention,dev,0,dev_6219,scaled attention
5329,"President George W Bush delivered an unapologetic defence of his decision to invade Iraq , telling the United Nations yesterday that it   quot;helped to deliver the Iraqi people from an outlaw dictator quot ; .",scaled attention,dev,0,dev_5329,scaled attention
